# energy,localization
-1.386942867617460218e+00,-8.081751724950563265e-01
-1.375924028064588578e+00,-7.994903661018332164e-01
-1.354110633514482576e+00,-8.078053269413316695e-01
-1.345836705027177338e+00,-7.892628148999873972e-01
-1.337319792962996523e+00,-8.114933350839076409e-01
-3.286519472086633642e-01,-7.123253209896148741e-01
-3.122953670052567854e-01,-8.197203546437868971e-01
-3.060907453287153857e-01,-8.560209421518018003e-01
-2.777180477959259597e-01,-8.562074984746932405e-01
-2.704003224157822127e-01,-8.630305724895799280e-01
-2.237774165350476241e-01,-8.690517179275542015e-01
-2.161693190785151930e-01,-8.706232180355825134e-01
-1.571291377731662553e-01,-8.758685307178856183e-01
-1.489424468917430466e-01,-8.705735171350091894e-01
-8.114853079447813256e-02,-8.655253522347982065e-01
-6.953542806609609717e-02,-8.709005252680407372e-01
-1.620955716684475099e-03,-8.967791060196711461e-01
9.471687356898227453e-03,-8.888011324566001958e-01
7.782361600561267523e-02,-8.719232802202113719e-01
8.414779167263038151e-02,-8.707172976544437226e-01
1.526567996422441564e-01,-8.748779946012914532e-01
1.710798170801633711e-01,-8.718268221647191840e-01
2.189738153781033703e-01,-8.735577682912031294e-01
2.360598014307069559e-01,-8.623438754409487039e-01
2.719266723757779447e-01,-8.656196957227263455e-01
2.867002892993568142e-01,-8.495146027047496551e-01
3.065061516579490331e-01,-8.595730390692596368e-01
3.148799340607467689e-01,-8.376317704532744157e-01
4.869095259278488075e-01,-4.183125572419729710e-01
1.337642045788948186e+00,-7.972132440401198394e-01
1.346156667741855717e+00,-7.862189839982016704e-01
1.356550262384641270e+00,-8.014797582037809232e-01
1.377068551794061291e+00,-7.969523333411612231e-01
1.392044012458299562e+00,-8.100482469901763016e-01
1.423271675932650249e+00,-8.101097683671344418e-01
1.440252021156512185e+00,-8.185984615424364286e-01
1.479112960305882130e+00,-8.210731697597081213e-01
1.497654982484146524e+00,-8.278462177254412024e-01
1.539568688079813175e+00,-8.303799254408975594e-01
1.555194785516484490e+00,-8.317562518695560403e-01
1.596185173492243869e+00,-8.250773234706036963e-01
1.609842685939033124e+00,-8.194199818018055304e-01
1.632826497248355047e+00,-8.360031756910344392e-01
1.757103576378801879e+00,-6.031568499550066242e-01
1.787286154756788870e+00,-7.522170514161624633e-01
1.800034783266239780e+00,-7.893013989432003941e-01
1.837296694564153787e+00,-8.210941096404025252e-01
1.850379345153294164e+00,-8.272746936120051187e-01
1.891201973402804271e+00,-8.427674199092303198e-01
1.903308471276559333e+00,-8.462737883683845164e-01
1.940469712235218136e+00,-8.499798445388679902e-01
1.950439059033518996e+00,-8.361972422883633405e-01
1.998576299615121732e+00,-7.197373955569446036e-01
2.012012091896969057e+00,-7.910804145000950305e-01
2.039673316274844606e+00,-8.519616549964980079e-01
2.050151367431242821e+00,-8.520684147504606898e-01
2.075915772632904499e+00,-8.536922810984498566e-01
2.084448993661549121e+00,-8.594650795824272382e-01
2.106785271497146006e+00,-8.559282741018029439e-01
2.115662747544763800e+00,-8.459990258313770939e-01
2.130880715742712983e+00,-8.612054630316138271e-01
2.138165973132676978e+00,-8.529800212944830262e-01
2.148328395999404172e+00,-8.640376660340243209e-01
2.153575477993551868e+00,-8.550603514449269804e-01
2.158864961040908970e+00,-8.654841787354771165e-01
2.161404110245100707e+00,-8.539711837153355356e-01
2.259143757740790015e+00,-3.282588273074379392e-01
-2.187807131231126689e+00,-8.763516610758236292e-01
-2.185111828175883009e+00,-8.574517302978291733e-01
-2.182030872216196737e+00,-8.717499377975151953e-01
-2.174915892641839044e+00,-8.558650400549761006e-01
-2.170337032695126567e+00,-8.572515962195436101e-01
-2.158055404443982361e+00,-8.525102720698770620e-01
-2.152644040972953032e+00,-8.556108311788448439e-01
-2.134966141059030154e+00,-8.401269671394029359e-01
-2.129795099885027465e+00,-8.402886210126440103e-01
-2.105055510721390633e+00,-8.419631348565632667e-01
-2.097950741397784036e+00,-8.478136027850844414e-01
-2.071312255717586481e+00,-8.371102889613859510e-01
-2.064057044509834959e+00,-8.173359326349256548e-01
-2.040242522049394935e+00,-7.837492295344165028e-01
-2.014551712207863332e+00,-6.468268846823865825e-01
-1.973873505736250644e+00,-8.205120451715908203e-01
-1.961991047828023138e+00,-8.478256341844313537e-01
-1.927712903657739174e+00,-8.326447596790884642e-01
-1.915786741043423502e+00,-8.375319020291686067e-01
-1.878609086428645769e+00,-8.157635409370257440e-01
-1.866164572931938936e+00,-8.047356320835188370e-01
-1.835635762268282400e+00,-7.827746169300362489e-01
-1.824203568651245888e+00,-7.372157856188323866e-01
-1.750991574349670676e+00,-4.734145477763438969e-01
-1.656445647715917957e+00,-8.106970391270108545e-01
-1.634731504608449404e+00,-8.038920141159177080e-01
-1.621127505620575837e+00,-8.233375125468296307e-01
-1.583208462081940437e+00,-8.234084830858483528e-01
-1.569705981683955365e+00,-8.230414840130970688e-01
-1.526118089748046192e+00,-8.202862292353888529e-01
-1.514405955997012221e+00,-8.119431977438930081e-01
-1.475672566201338132e+00,-8.100313600318782559e-01
-1.463582781178571768e+00,-8.085520316551221276e-01
-1.432953007167030002e+00,-8.037756335298246180e-01
-1.422463504593889816e+00,-7.965564244326401866e-01
-1.402731084564571074e+00,-8.056267374436415496e-01
-1.394991744327598537e+00,-7.875312489704235919e-01
-1.387284740968491858e+00,-8.087882134276545010e-01
-3.057507826973432929e-01,-7.293846564516353048e-01
-2.919191494755595806e-01,-8.196870724832691080e-01
-2.864099330189196491e-01,-8.527841246926984864e-01
-2.601020440336923034e-01,-8.529198695352221415e-01
-2.534057757112209153e-01,-8.590687942553385525e-01
-2.101437234627437922e-01,-8.649383375567989418e-01
-2.032143620289104113e-01,-8.646663809591539351e-01
-1.487311842230722436e-01,-8.679854889861089440e-01
-1.409561029676218158e-01,-8.584938373264719980e-01
-7.560732678833474718e-02,-8.475401599730676416e-01
-6.419854530839920470e-02,-8.598342761411664759e-01
-1.443329531207930430e-03,-8.909102552164775979e-01
9.255086196010802249e-03,-8.821229147389536562e-01
7.285922554074984736e-02,-8.576259633217088174e-01
7.726987676019658746e-02,-8.622908238324447083e-01
1.444848346349350554e-01,-8.641736767549261788e-01
1.631412873083807891e-01,-8.636810026308135990e-01
2.059571331999485444e-01,-8.683791118166632739e-01
2.228280986236496342e-01,-8.565125582782310287e-01
2.549844415498493388e-01,-8.615270428222779886e-01
2.691324595097412953e-01,-8.470410966920550733e-01
2.868386594810085066e-01,-8.567607187435319904e-01
2.945932676707653242e-01,-8.372274279058616875e-01
4.872409501230492990e-01,-3.935478286926801794e-01
1.387580340426934233e+00,-7.944157431319115448e-01
1.395287240144358787e+00,-7.844287170254413688e-01
1.405007634323892196e+00,-7.982552583421130832e-01
1.423526045669659901e+00,-7.938147217418375368e-01
1.437836544393070515e+00,-8.063435767027671286e-01
1.466085241736454492e+00,-8.048458846402444244e-01
1.482659581885452438e+00,-8.132775913613216057e-01
1.517760520170155170e+00,-8.134967516846606239e-01
1.536782133259901650e+00,-8.202271394857397757e-01
1.574034204384398672e+00,-8.214238894879958286e-01
1.589201074113336887e+00,-8.224143419332672345e-01
1.625571847799530012e+00,-8.146786548942245298e-01
1.638474791806280084e+00,-8.079851380075537826e-01
1.657733687397422218e+00,-8.266809369157231968e-01
1.799927073509206554e+00,-5.689947674655725374e-01
1.827312973988631795e+00,-7.383465264806597927e-01
1.839161703174525320e+00,-7.773709260711432201e-01
1.872452390360926477e+00,-8.089267241169011413e-01
1.885425147531957446e+00,-8.153936561530634730e-01
1.923101173150484788e+00,-8.333543456627112711e-01
1.935077477067293827e+00,-8.371234845983751560e-01
1.968959790783719965e+00,-8.397117962126412483e-01
1.978317556190384519e+00,-8.238884562075313722e-01
2.030746439142320003e+00,-6.788302743642139481e-01
2.044366126675236206e+00,-7.675254202035172169e-01
2.069341351263707995e+00,-8.349888954009965225e-01
2.079857338178426662e+00,-8.374790783390198001e-01
2.104088868373993559e+00,-8.421841251531200223e-01
2.112291121958475237e+00,-8.499873675104099302e-01
2.134349618593405218e+00,-8.413643292007569885e-01
2.143358412826455783e+00,-8.326679713520747095e-01
2.157743519244433639e+00,-8.506509376513405885e-01
2.165088262307282907e+00,-8.420685960601270725e-01
2.174779225060668786e+00,-8.543636886469631042e-01
2.179996689010210709e+00,-8.467203875358823018e-01
2.185077813422310111e+00,-8.563868468206471407e-01
2.187572213868723026e+00,-8.461451643078068408e-01
2.299654629586486809e+00,-3.067523180234832947e-01
-2.215992257423111678e+00,-8.653946051441991916e-01
-2.213372512309004669e+00,-8.469424965481499035e-01
-2.210339096163974393e+00,-8.607107378664510255e-01
-2.203453647868294230e+00,-8.447692766502065131e-01
-2.198933206401147089e+00,-8.427543326874291640e-01
-2.187076200553720984e+00,-8.399769191592446616e-01
-2.181762114651873752e+00,-8.421103262422191538e-01
-2.164862005630773023e+00,-8.208469418025029496e-01
-2.160082052464692204e+00,-8.214146953734268175e-01
-2.135524581478170703e+00,-8.281568675736173946e-01
-2.128334601929633418e+00,-8.352953918255154875e-01
-2.103739820475738487e+00,-8.192819552932709692e-01
-2.096483516512470224e+00,-7.964592589707656378e-01
-2.075974218143702199e+00,-7.668006985875683856e-01
-2.046745580956526922e+00,-5.841808366500584881e-01
-2.004092025454395909e+00,-8.054959837581162629e-01
-1.992324673026800719e+00,-8.369962301209223909e-01
-1.961932217761675812e+00,-8.234298083543702962e-01
-1.949435810736054764e+00,-8.268142352604912482e-01
-1.916275559660358896e+00,-8.052497100710506173e-01
-1.903660126028815291e+00,-7.926271890937226505e-01
-1.877380811234296454e+00,-7.735326013067376216e-01
-1.866914687124142436e+00,-7.314887268197748371e-01
-1.786227525437724006e+00,-4.260999371461446916e-01
-1.682816509207491595e+00,-8.006550062738508888e-01
-1.664613138066756370e+00,-7.925340878391580191e-01
-1.651721637602513892e+00,-8.116326730285005064e-01
-1.618475916240203816e+00,-8.140287564365291662e-01
-1.605196056315810527e+00,-8.138710746889791237e-01
-1.564867002455667455e+00,-8.118231934195564437e-01
-1.553704804962368735e+00,-8.029761210189354514e-01
-1.518646292666836262e+00,-8.039349903399056751e-01
-1.506769021762713878e+00,-8.027676580043381360e-01
-1.479159683080633947e+00,-7.985465537278797488e-01
-1.469238391222471352e+00,-7.935656535152241231e-01
-1.451346936019407341e+00,-8.034917698489975058e-01
-1.444122152177844454e+00,-7.855852534052558678e-01
-1.437127146903072639e+00,-8.060409074629497628e-01
-2.845776823086052509e-01,-7.519932463412587476e-01
-2.729536355792667179e-01,-8.200156074314715049e-01
-2.681214356107705088e-01,-8.486990838252749247e-01
-2.436904662886502371e-01,-8.486222963403718955e-01
-2.375426738637513857e-01,-8.547525902754734561e-01
-1.973676870861782173e-01,-8.606665506207314964e-01
-1.912702456579083166e-01,-8.571550748462791747e-01
-1.413215696952078992e-01,-8.576170802846613261e-01
-1.341092682037639816e-01,-8.425435896890588472e-01
-6.964320654061272042e-02,-8.256333985751976856e-01
-5.877314291514904032e-02,-8.472101119257535728e-01
-1.204254735060641133e-03,-8.823073680262528695e-01
8.848179019374466728e-03,-8.738364413948406240e-01
6.770415335704238480e-02,-8.391022122450618737e-01
7.004625869746723688e-02,-8.522844538230128775e-01
1.373457172950707517e-01,-8.496851960422394656e-01
1.558454306625326469e-01,-8.539769012254840863e-01
1.938819834458970215e-01,-8.620429119380997873e-01
2.103912973912769879e-01,-8.496044962463317196e-01
2.392038947413988315e-01,-8.566839387108605708e-01
2.527015709072145122e-01,-8.440600384476911744e-01
2.685740680595902208e-01,-8.532093141508402256e-01
2.757597873867189686e-01,-8.359071202701582326e-01
4.904282099468019185e-01,-3.693894519401710874e-01
1.437399030810492251e+00,-7.915696264454246123e-01
1.444394193402009918e+00,-7.824644842653986077e-01
1.453469595154781135e+00,-7.948858506910142507e-01
1.470215277916542052e+00,-7.905926801468672327e-01
1.483812481373148140e+00,-8.022908787334712688e-01
1.509403313061580709e+00,-7.988092460136515527e-01
1.525443712049010525e+00,-8.076712296311493455e-01
1.556998993616405036e+00,-8.050460769628324798e-01
1.576566410557518561e+00,-8.107173556394694502e-01
1.609251835124477337e+00,-8.115361447945159679e-01
1.623684325011138796e+00,-8.125403961907624595e-01
1.655751098107887564e+00,-8.049731638018120528e-01
1.667732179379113555e+00,-7.970583064979468446e-01
1.683877818281403593e+00,-8.173184328027808254e-01
1.844698259182187217e+00,-5.399600297745822397e-01
1.869572006913333695e+00,-7.273709998941826349e-01
1.880394524057102945e+00,-7.670476847998872749e-01
1.909872527680635867e+00,-7.976389289084014900e-01
1.922544681912750297e+00,-8.042157195527501745e-01
1.957036606119357591e+00,-8.235117790843596852e-01
1.968573658476262311e+00,-8.267236212521519301e-01
1.999057030483208486e+00,-8.285776818349160910e-01
2.007591454779493301e+00,-8.123772733366712018e-01
2.065656738228097922e+00,-6.403332156804120157e-01
2.079344866438202377e+00,-7.447027504241564566e-01
2.101517043944681973e+00,-8.147986181767689073e-01
2.111872874345132711e+00,-8.207068943295506847e-01
2.134459272786311423e+00,-8.294647821704791424e-01
2.142137451504285472e+00,-8.382778716321926948e-01
2.164198422655278176e+00,-8.224705757847240450e-01
2.173212820474664131e+00,-8.171724402372152474e-01
2.186735797284620642e+00,-8.382601018463253784e-01
2.194094429124934020e+00,-8.284051671955510177e-01
2.203307833215218281e+00,-8.429087400227871507e-01
2.208462647513017352e+00,-8.368368928182170485e-01
2.213335375314529951e+00,-8.458398531592461467e-01
2.215776122168549467e+00,-8.367424444937197059e-01
2.342543720295649390e+00,-2.872486173111406527e-01
-2.246252936996504967e+00,-8.528500479260398004e-01
-2.243717026814684434e+00,-8.345596125893161021e-01
-2.240751561614473530e+00,-8.477776615175213193e-01
-2.234112353281501040e+00,-8.315363934056670958e-01
-2.229694174785287419e+00,-8.250716552308938745e-01
-2.218284236193817094e+00,-8.243409806482040469e-01
-2.213130481224723667e+00,-8.261221905809158494e-01
-2.197129806128731655e+00,-7.965438830626265787e-01
-2.192841686356157282e+00,-7.984407493141025824e-01
-2.168190900012038735e+00,-8.125342088417024655e-01
-2.161020373772421621e+00,-8.211065118157141463e-01
-2.138696871793583476e+00,-7.990507841132515887e-01
-2.131558599243678742e+00,-7.749318082071883218e-01
-2.114226060242731631e+00,-7.508862438856819255e-01
-2.081525507164502464e+00,-5.222290777582977439e-01
-2.035641757084547088e+00,-7.913053668863918588e-01
-2.024400324233768256e+00,-8.244261526654869110e-01
-1.997926410016011456e+00,-8.137916969834261272e-01
-1.985059448572076723e+00,-8.146487134761396520e-01
-1.955894414184916608e+00,-7.945331792411955973e-01
-1.943374596545785593e+00,-7.815938580682890713e-01
-1.920947683867373579e+00,-7.653709059039933704e-01
-1.911492392682250463e+00,-7.278089824501783323e-01
-1.822575710784497538e+00,-3.822952291663209157e-01
-1.710315864878642289e+00,-7.909703638662686220e-01
-1.695088229704853067e+00,-7.820520831674354634e-01
-1.683076490954356075e+00,-7.989585204224177728e-01
-1.654234069403765828e+00,-8.035389967424937385e-01
-1.641399584337829731e+00,-8.033937224818036293e-01
-1.603783318628434262e+00,-8.008046706036306972e-01
-1.593319325348733440e+00,-7.930637869708343501e-01
-1.561825801236792488e+00,-7.972119606868900421e-01
-1.550114262843582669e+00,-7.945026723297946569e-01
-1.525356426754372663e+00,-7.917894401444709462e-01
-1.516046806152724358e+00,-7.901401266110522625e-01
-1.499803460687730627e+00,-8.012794260124221912e-01
-1.493077852472741718e+00,-7.831496918004251517e-01
-1.486718018276578013e+00,-8.030225264673661600e-01
-2.652335522445377625e-01,-7.798217517462033843e-01
-2.554434415042029505e-01,-8.202809794947569788e-01
-2.512692480273376883e-01,-8.435315478974670933e-01
-2.286140825605910976e-01,-8.426637972110707642e-01
-2.228981927163946053e-01,-8.502410734828936834e-01
-1.855877890006855935e-01,-8.561365630946863314e-01
-1.805201884744429830e-01,-8.473308494515763289e-01
-1.351363328515703954e-01,-8.442484366598276280e-01
-1.286543187104745023e-01,-8.232109602622164068e-01
-6.315863278836984784e-02,-8.018131910363195392e-01
-5.319375523071374207e-02,-8.334520539738714540e-01
-8.973538449764209037e-04,-8.706511917257244715e-01
8.254125377013320913e-03,-8.640247320460886504e-01
6.216845884759644725e-02,-8.023947463035718819e-01
6.267895847053961411e-02,-8.091151857032953254e-01
1.314848130907979307e-01,-8.312925626262659407e-01
1.493686407954624984e-01,-8.424353111560359819e-01
1.828939373275446645e-01,-8.539251153864010346e-01
1.989125138556777916e-01,-8.409398786785828861e-01
2.246805056415275281e-01,-8.508364908184369302e-01
2.375112655311129584e-01,-8.402468901310691241e-01
2.517587816326047889e-01,-8.487249254667218468e-01
2.584160592654756727e-01,-8.335362218570215864e-01
4.964121575454625290e-01,-3.459782541325464589e-01
1.486968704475649883e+00,-7.884214322645383133e-01
1.493327045008386866e+00,-7.800760902963795873e-01
1.501779994622768788e+00,-7.910347515103057781e-01
1.516932845261274920e+00,-7.868972790581982846e-01
1.529764049925142366e+00,-7.969969249795769706e-01
1.553016608400196619e+00,-7.909910055181741395e-01
1.568396288689436480e+00,-8.013924800589589115e-01
1.596571619213490667e+00,-7.951718912565880482e-01
1.616835160700117013e+00,-7.978120623096432995e-01
1.645091943210459817e+00,-8.001932682810195541e-01
1.658539348297669358e+00,-8.022691998533291180e-01
1.686659837787462202e+00,-7.963347427233700149e-01
1.697626522954042150e+00,-7.866097057775649493e-01
1.711184771870608579e+00,-8.079709953549006896e-01
1.891193611085734583e+00,-5.160538850352642815e-01
1.913750867785688037e+00,-7.187853457727315654e-01
1.923493640608494593e+00,-7.581552172255769939e-01
1.949350953482542170e+00,-7.873114582408726747e-01
1.961587257061107925e+00,-7.938595711140046252e-01
1.992897420742295145e+00,-8.129762421695266861e-01
2.003663307683501316e+00,-8.146818538985121094e-01
2.030721446905316974e+00,-8.166329728618330064e-01
2.038315790782767145e+00,-8.014334146551668203e-01
2.103155057608129930e+00,-6.042086115740629149e-01
2.116910071319065612e+00,-7.238327430940240115e-01
2.136231661227788070e+00,-7.919528243452648164e-01
2.146230294976510411e+00,-8.019053300397330775e-01
2.167017286964770140e+00,-8.154809114594315789e-01
2.174015758317910052e+00,-8.234600490934012029e-01
2.196428550692050230e+00,-7.984228816142618923e-01
2.205293932359136289e+00,-7.993661773919481517e-01
2.217902002384608995e+00,-8.237515578472269784e-01
2.225246825006843565e+00,-8.105687263151627464e-01
2.233960256849108372e+00,-8.291096550020651268e-01
2.239016235219563278e+00,-8.250751495221195775e-01
2.243676133445856369e+00,-8.335524737658740468e-01
2.246053578648208315e+00,-8.254650376600856099e-01
2.387654865538407556e+00,-2.695363231979717167e-01
-2.278634078283755748e+00,-8.383028298033305958e-01
-2.276192566082975599e+00,-8.197223172563502525e-01
-2.273316764257444333e+00,-8.323953037350410034e-01
-2.266946434897405549e+00,-8.154430378429105009e-01
-2.262680578709623358e+00,-8.032428983363335551e-01
-2.251742883903733006e+00,-8.037720704298411123e-01
-2.246804720476426986e+00,-8.076418512132208516e-01
-2.231872180377706183e+00,-7.674074405281978706e-01
-2.228139255732254131e+00,-7.712202298152143198e-01
-2.203022271366390950e+00,-7.948207099599643444e-01
-2.196016126612120978e+00,-8.050753443992229030e-01
-2.176155456305226998e+00,-7.770069148778983026e-01
-2.169272665874081518e+00,-7.540944555856600173e-01
-2.154883180452636271e+00,-7.364079190224148697e-01
-2.118766262854872906e+00,-4.629171201799187618e-01
-2.068554097297986338e+00,-7.781587944480001795e-01
-2.058165384465193259e+00,-8.100078713354649240e-01
-2.035533480231523917e+00,-8.027062298897200687e-01
-2.022519120682620741e+00,-8.011105517954366650e-01
-1.997244747886183669e+00,-7.833488553894902839e-01
-1.985076518219522912e+00,-7.713171632291739854e-01
-1.966081926970029148e+00,-7.579834784455546925e-01
-1.957630560622135807e+00,-7.252883389990277818e-01
-1.859944244723808371e+00,-3.422155582341139257e-01
-1.738885788679240152e+00,-7.815726465722104832e-01
-1.726165290160023069e+00,-7.724111317377232444e-01
-1.715143373941619087e+00,-7.850594221706328479e-01
-1.690398258080290761e+00,-7.916331558030276216e-01
-1.678252729506208185e+00,-7.906747989608841065e-01
-1.642644681005362761e+00,-7.864219818090735226e-01
-1.633006796438814412e+00,-7.822275379910686999e-01
-1.605030424772740494e+00,-7.897520951911017884e-01
-1.593376765089973501e+00,-7.812125203226094605e-01
-1.571336003580293461e+00,-7.824581645369577121e-01
-1.562692877396451463e+00,-7.856586820634682278e-01
-1.547946818107091005e+00,-7.988135961007695185e-01
-1.541709754283548062e+00,-7.798289022370584744e-01
-1.535925677248339172e+00,-7.994426888427321742e-01
-2.478024834639724894e-01,-8.106641298424533959e-01
-2.394620277253411145e-01,-8.191303342300439994e-01
-2.359143130674056510e-01,-8.369395410845941186e-01
-2.150248101484811825e-01,-8.341369538321996568e-01
-2.095725967270355705e-01,-8.457816092208783054e-01
-1.749504130396440094e-01,-8.511798323463202198e-01
-1.711552291873235931e-01,-8.344648977294760739e-01
-1.303805210978374318e-01,-8.279977558841912222e-01
-1.247726854409342417e-01,-8.023831107190740886e-01
-5.613494406102218642e-02,-7.789633426043501840e-01
-4.741953266999383160e-02,-8.192880804171832620e-01
-5.183034572140947241e-04,-8.555567332862640262e-01
7.489225109729234775e-03,-8.526444926607504859e-01
5.483699595590852544e-02,-8.368517692985036893e-01
5.667228854299636437e-02,-7.976011283181253519e-01
1.271067878023872388e-01,-8.100822384991310798e-01
1.438917599581873985e-01,-8.288698965472907076e-01
1.731341838972433322e-01,-8.430820661605047395e-01
1.885744119947184994e-01,-8.292531891508999609e-01
2.115218208898130281e-01,-8.436031156266036168e-01
2.236741349449167249e-01,-8.350790343160978679e-01
2.364557645992148016e-01,-8.429924978396110546e-01
2.426157420499270023e-01,-8.298462465156174472e-01
5.050996402461198631e-01,-3.234812086843101842e-01
1.536157306291077829e+00,-7.846366484224902571e-01
1.541937168428868077e+00,-7.769379506656165502e-01
1.549781093419217992e+00,-7.861687715924026154e-01
1.563482476740923222e+00,-7.821538522995287179e-01
1.575472767550087472e+00,-7.887382668147873144e-01
1.596756194555390751e+00,-7.798423342740017361e-01
1.611330162414538192e+00,-7.939257328471428510e-01
1.636236544957508920e+00,-7.832597785552954939e-01
1.657443303213973707e+00,-7.790943160788585953e-01
1.681485633930354329e+00,-7.864705743360388412e-01
1.693718613805307083e+00,-7.916592966541178278e-01
1.718266379445724024e+00,-7.890649239608149568e-01
1.728185548966569840e+00,-7.763856737657168772e-01
1.739592909193391712e+00,-7.986410818517175603e-01
1.939183612785993382e+00,-4.969540009405900571e-01
1.959548720720000636e+00,-7.119136966160348745e-01
1.968207961202122824e+00,-7.502673497167994254e-01
1.990645635300845484e+00,-7.776270314992563826e-01
2.002385964026847986e+00,-7.843087712045210269e-01
2.030568513817978094e+00,-8.012545682367933075e-01
2.040220481836199085e+00,-8.006183658520491520e-01
2.063937106396136478e+00,-8.039392971465220139e-01
2.070557674923910962e+00,-7.904452408444890832e-01
2.143046201480813373e+00,-5.695349259107749251e-01
2.156973232893163228e+00,-7.057524028834069041e-01
2.173478691738191415e+00,-7.675476803004263049e-01
2.182939294646364825e+00,-7.812175473815241578e-01
2.201734030676127940e+00,-7.998790405387162794e-01
2.207954073123792327e+00,-8.046384942849624800e-01
2.231147846013424640e+00,-7.692863115112138495e-01
2.239676195004806747e+00,-7.792925910067918238e-01
2.251285261873567478e+00,-8.067929353559963879e-01
2.258626704303865473e+00,-7.863191086408136687e-01
2.266793957318078867e+00,-8.121134315577533958e-01
2.271708324959279768e+00,-8.109362563677574576e-01
2.276146401891516735e+00,-8.191656604764119276e-01
2.278449892976167845e+00,-8.118697442283562271e-01
2.434835896313825021e+00,-2.534187137803108336e-01
-2.313189622417231028e+00,-8.211944892425354636e-01
-2.310856662801298089e+00,-8.014642005184825502e-01
-2.308093829968762112e+00,-8.137437197622655605e-01
-2.302022864071293640e+00,-7.953681222274818774e-01
-2.297969688920406650e+00,-7.761276794571270177e-01
-2.287524654593498852e+00,-7.745956466237557958e-01
-2.282835448453305993e+00,-7.871409543061104186e-01
-2.269187063554408024e+00,-7.352470285176450071e-01
-2.266021823323392859e+00,-7.402446775206725782e-01
-2.239964877090089956e+00,-7.747808581157357155e-01
-2.233311798064207654e+00,-7.871009138082627477e-01
-2.216033489154694447e+00,-7.537741684320717894e-01
-2.209557547578648418e+00,-7.349945504394171936e-01
-2.197801921969861905e+00,-7.235619761299298958e-01
-2.158303772835312273e+00,-4.073588726318263520e-01
-2.102897353323774698e+00,-7.655705240178753979e-01
-2.093573206697414424e+00,-7.937322815500100770e-01
-2.074611637594100610e+00,-7.887090369135136836e-01
-2.061650447280574561e+00,-7.863392970719962349e-01
-2.040101318086452675e+00,-7.711936604034302922e-01
-2.028500028516648346e+00,-7.609800921366619564e-01
-2.012532228247605470e+00,-7.509612649270169804e-01
-2.005047666002408135e+00,-7.231412933752563443e-01
-1.898257405400720410e+00,-3.060189175801547590e-01
-1.768488715186883997e+00,-7.722319899424147094e-01
-1.757876473943312590e+00,-7.633665834074940815e-01
-1.747915317395443147e+00,-7.693737307966185268e-01
-1.726943072613085661e+00,-7.779271620092371720e-01
-1.715750256331657564e+00,-7.746300511882291406e-01
-1.681264190792378654e+00,-7.686452528515756999e-01
-1.672557750768919327e+00,-7.708161169341071206e-01
-1.648119034100549829e+00,-7.815201985432693732e-01
-1.636331623417418335e+00,-7.586332130104709304e-01
-1.616878819986025340e+00,-7.691288598003657162e-01
-1.608976480391701713e+00,-7.789897780177623687e-01
-1.595619054206335319e+00,-7.957670217769742260e-01
-1.589864196656263218e+00,-7.749640537388353678e-01
-1.584612689013313203e+00,-7.948991269976016794e-01
-2.323515133745452932e-01,-8.396100817668433747e-01
-2.251204215758595972e-01,-8.144777474712143750e-01
-2.221427961390098071e-01,-8.285265872382560071e-01
-2.031017019170226201e-01,-8.218429538444487203e-01
-1.976927718297852299e-01,-8.413863036164271891e-01
-1.656256678449056219e-01,-8.455607706349528296e-01
-1.633519699624506882e-01,-8.185678785389203238e-01
-1.272003538457337213e-01,-8.097758769071055074e-01
-1.225389462165353549e-01,-7.823397585123219589e-01
-4.866825350337654343e-02,-7.594692396256285116e-01
-4.146399121560284673e-02,-8.054400864319403164e-01
-7.000643748229739801e-05,-8.367001456130551684e-01
6.591788375244152058e-03,-8.395114920585062812e-01
4.718949990179560627e-02,-8.293903895471591570e-01
5.075677168932018340e-02,-7.742970512723851284e-01
1.243373485638490233e-01,-7.880039428251652822e-01
1.395881978479650010e-01,-8.133541870843737920e-01
1.647243864001611546e-01,-8.280546588854521550e-01
1.795953753733746383e-01,-8.124013063178571192e-01
1.998539872800559891e-01,-8.344450993816359130e-01
2.113232288909315804e-01,-8.275990093627052513e-01
2.227502731699929350e-01,-8.355342024906206033e-01
2.284354702928222680e-01,-8.243429034775648923e-01
5.163672810921637879e-01,-3.020611149003752938e-01
1.584827092041916741e+00,-7.797038284993587087e-01
1.590073648761342717e+00,-7.726030379758990208e-01
1.597306818844826948e+00,-7.793325187334607662e-01
1.609666617495878915e+00,-7.754633732119832201e-01
1.620695066694815001e+00,-7.747319668623533495e-01
1.640501912869025247e+00,-7.633211813318910854e-01
1.654080126183385735e+00,-7.846274372546319098e-01
1.675769733142935314e+00,-7.688187018640936232e-01
1.698270518528523620e+00,-7.507955442604918872e-01
1.718428099237402362e+00,-7.690173612827750915e-01
1.729234113408931961e+00,-7.804709165755214784e-01
1.750572229387912460e+00,-7.833065870701810818e-01
1.759454798078935456e+00,-7.657901982882140413e-01
1.769060907074493372e+00,-7.892318592788012399e-01
1.988437707197907134e+00,-4.821399716669139690e-01
2.006680953217336860e+00,-7.060048437828227996e-01
2.014280224832615929e+00,-7.426772684311976347e-01
2.033486348951018652e+00,-7.677357513925339161e-01
2.044763224973973781e+00,-7.754368353601959196e-01
2.069936825547966208e+00,-7.874889673438071336e-01
